Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Lower middle income	LMC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																61.06534	61.16721	61.62207	62.06052	62.48553	62.42481	62.88092	63.63748	63.95614	64.35883	64.76439	65.1888	65.97245	66.93902	67.43278	67.89049	68.1066	69.1844	69.94081	70.49092	71.01003	71.57621	72.08142	75.3746	75.84758	76.01345	76.333	77.004	77.82165	78.37285	78.54821	78.27702	78.34318	79.18634	79.74535	80.14286	79.28237	81.40402	81.68749	82.1138	82.49906	82.82063	
Low & middle income	LMY	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																69.97244	70.05868	70.32915	70.85461	71.36458	71.66498	72.2034	72.7167	73.33008	73.85966	74.34391	74.80609	75.4293	77.03989	77.45098	77.55132	78.08826	78.70495	79.16371	79.54117	79.88158	80.23808	81.74969	83.28804	83.57401	83.75107	83.94294	84.33527	84.90732	85.40078	85.46604	85.35124	85.64086	85.9993	86.27795	86.39964	86.15664	87.17219	87.27565	87.52762	87.72555	87.89756	
Lesotho	LSO	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									79.99578094									65.5219574					67.74746704			
Late-demographic dividend	LTE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	80.85377	80.85794	81.44693	82.0319	82.57326	83.14703	83.40146	84.23569	84.76125	85.26983	85.77493	86.24038	88.58367	88.90687	88.50232	89.53062	89.82001	90.10094	90.36376	90.64832	90.92738	93.73949	93.93656	94.12221	94.3752	94.51896	94.71555	94.98441	95.24778	95.46094	95.59251	96.17421	96.3082	96.45052	96.44185	96.78216	96.91039	96.96269	97.03717	97.17549	97.26809	
Lithuania	LTU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																														99.20681												99.64315033										99.79418945						
Luxembourg	LUX	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Latvia	LVA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																														99.7543335											99.79334259											99.88110352						
"Macao SAR, China"	MAC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						92.80967712																				95.27620697					96.46999359					97.75128937					98.18592072	
St. Martin (French part)	MAF	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Morocco	MAR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							43.7143898												55.15517044										65.70675659				68.36585999	68.9176178		76.07357788	80.38336182					
Monaco	MCO	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Moldova	MDA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																														98.61405182											97.97762299												99.37358856					
Madagascar	MDG	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									76.53832245									67.41731262			75.02886963					
Maldives	MDV	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																		82.40484619								92.11401367					95.89713287					96.21227264											98.36569214								98.52033997			
Middle East & North Africa	MEA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS														56.92514	57.39328	57.88595	58.13945	58.91628	59.53151	60.15128	60.83993	61.49107	62.1532	62.55605	63.38121	64.26859	65.06845	65.78013	66.751	67.61	69.70118	70.62278	71.46211	72.60458	73.2277	74.31807	75.21122	76.09548	77.09241	77.89807	78.60643	79.55561	79.89984	83.21965	83.76425	84.03289	82.36864	82.98722	83.41441	83.03248	83.54239	84.19503	84.76073	85.13708	85.42232	85.90323	86.16719	
Mexico	MEX	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					86.24265289										90.34739685										92.55937195		91.99780273		92.44960785	93.1904068	93.90119934	94.44151306	94.59216309	94.91657257	94.38394165	94.78276825	95.39163208	95.11210632	95.62046814	95.54933167		
Marshall Islands	MHL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																				98.3250885						
Middle income	MIC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																71.36052	71.42808	71.68755	72.21897	72.73959	73.02074	73.55668	74.06432	74.67998	75.20507	75.68299	76.14584	76.77018	78.43871	78.84067	78.92195	79.50053	80.14432	80.62959	81.01133	81.37769	81.75154	83.33861	84.95446	85.24168	85.44129	85.63968	85.97738	86.57236	86.96146	87.14582	87.03913	87.31357	87.77285	88.00007	88.16921	87.81343	88.86035	88.9834	89.22049	89.44856	89.62819	
"Macedonia, FYR"	MKD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																			97.23235321								98.21278381															
Mali	MLI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	13.51292038																						26.73296928					32.70000076			34.85789108				43.40063095	43.27391815				45.06592178		
Malta	MLT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																										86.55354309										86.43028259										91.18657684						91.79264832						
Myanmar	MMR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																								85.7883606																	93.924263																80.01158905	
Middle East & North Africa (excluding high income)	MNA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS												53.6417	54.11276	54.58375	55.05153	55.55068	55.76731	56.56742	57.1932	57.82551	58.54459	59.21113	59.80371	60.2022	61.05655	62.01459	62.87681	63.64216	64.6181	65.47651	67.76341	68.70348	69.6602	70.84915	71.48156	72.65972	73.57716	74.48557	75.44725	76.27662	77.04488	77.99455	78.2132	82.21813	82.76783	82.97904	80.87986	81.45655	81.79487	81.19811	81.68323	81.83056	82.4351	82.7646	83.04484	83.56031	83.8561	
Montenegro	MNE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						96.32053375										89.28208923												99.30319214								99.43121338						
Mongolia	MNG	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									98.01677704										98.17469788							
Northern Mariana Islands	MNP	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Mozambique	MOZ	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					43.77833176																	54.81887817						65.57710266						67.35469818								
Mauritania	MRT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									59.54032898							57.4043808										
Mauritius	MUS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																															85.14575195										88.2278595											91.95172119	94.65241241	94.03688812	94.76538086	94.86116791		
Malawi	MWI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																												65.27950287											74.92640686												72.09764862				75.97926331	69.75396729		
Malaysia	MYS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					78.14633179											88.56298828									91.96923828										95.43374634							
North America	NAC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Namibia	NAM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																77.80812073										86.55522919						74.32834625				88.63123322						
New Caledonia	NCL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Niger	NER	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																										19.64006042				42.92736816							23.24747086					
Nigeria	NGA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																67.65373993												66.76743317					61.25405121									
Nicaragua	NIC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																										76.76049042				78.09642792												
Netherlands	NLD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Norway	NOR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Nepal	NPL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						31.67275047										49.22002029										62.70801163										71.70838165						
Nauru	NRU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
New Zealand	NZL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
OECD members	OED	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Oman	OMN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																												86.86234283					89.99932098		90.24302673				94.99073792	96.63287354		
Other small states	OSS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																								75.12067	75.3046	75.46868	75.68096	76.00025	76.0409	76.45912	76.81727	77.09095	77.5743	78.04293	78.24491	78.59559	79.16604	79.67777	80.53204	80.98119	81.21358	81.89249	82.54983	83.04297	83.38147	83.83045	83.12021	82.29422	83.42676	82.99718	84.00754	84.38786	84.76209	85.16873	85.32737	85.67309	85.78945	
Pakistan	PAK	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						35.38064957																	55.29661179							64.06047821	67.65184021		68.8660965	68.62761688	68.90061188	66.99114227	69.85822296	68.62934113	69.06681061			
Panama	PAN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					88.09651947										89.33695984										92.54792786										94.70741272							
Peru	PER	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						90.1435318												92.85101318											93.46070099	93.7183075	94.22582245	94.85703278					96.95012665		96.94898224	97.10637665	97.1884613	
Philippines	PHL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					83.88928986										93.97168732				93.30285645						92.54499817			91.63449097					95.01213074					96.00833893				
Palau	PLW	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					93.2873764																																	99.46720886		96.81275177		
Papua New Guinea	PNG	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									63.44522095																	
Poland	POL	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																			99.27516937																																							
Pre-demographic dividend	PRE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																											61.31541	62.00527	62.4745	63.14249	63.64899	63.70001	64.27574	64.70485	65.13388	65.24325	65.6886	66.40674	67.08125	67.90235	66.65674	67.398	67.89625	67.86568	69.2147	68.5822	67.65672	66.0051	65.00284	64.87257	65.01272	66.28865	67.33392	67.56871	68.26436	68.58548	69.04109	
Puerto Rico	PRI	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					87.74803162										89.50269318																				91.33078003							
"Korea, Dem. People’s Rep."	PRK	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																	99.99887848									
Portugal	PRT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						84.83334351										91.58705902																				96.2855835						
Paraguay	PRY	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							81.08306885										92.00015259															95.71237946	94.12631989	94.36772919	94.8131485				95.54605865	95.8458786		
West Bank and Gaza	PSE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																						92.24350739							96.54279327		97.07988739	97.23721313	94.88419342	97.43125153	97.62902069	97.85700226	98.19180298	98.39109039	98.40231323	98.48090363	98.60784149	
Pacific island small states	PSS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Post-demographic dividend	PST	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
French Polynesia	PYF	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Qatar	QAT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																											76.79582977											84.24456024							89.10427094			93.80682373	94.29060364	95.1157074	96.51165771	96.6258316	96.92076874	97.58470917	97.79370117			
Romania	ROU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																	98.53202057										98.40440369									99.0342865						
Russian Federation	RUS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																														99.45623779													99.69407654								99.72830963							
Rwanda	RWA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																			50.82326126																						71.41938019										71.13053894		72.4451828					
South Asia	SAS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																49.91473	49.93107	50.51915	51.0788	51.5882	52.10586	51.97032	53.10013	53.62144	54.13225	54.63541	55.12143	55.60288	57.06626	57.67726	58.25473	58.32356	59.84322	60.8845	61.51701	62.15671	62.79161	63.42505	68.59303	69.1217	69.66033	69.85132	70.70478	71.61217	72.14416	72.50458	72.57479	73.13418	74.58847	75.11146	75.55273	74.47033	77.60621	77.94999	78.45169	78.92654	79.36755	
Saudi Arabia	SAU	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																	79.96852875								87.06076813				87.53204346									96.53143311				
Sudan	SDN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									71.58101654								59.79824829									
Senegal	SEN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																													36.90288162														51.05152893				52.25848007			61.80952072		66.34153748		52.80447006				
Singapore	SGP	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					91.56623077										95.09316254										96.56510162										98.03713989	98.39283752	98.46945953	98.5425415	98.60894775	98.55957031	98.73452759	
Solomon Islands	SLB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																								83.69999695																		
Sierra Leone	SLE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																													46.65428925									41.33216858				
El Salvador	SLV	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																	77.37241364														86.69534302	84.86406708	87.05467987	86.82521057	87.09970093	88.39164734		89.23500824		90.0099411		
San Marino	SMR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Somalia	SOM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Serbia	SRB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																				99.26464081					99.49970245	
Sub-Saharan Africa (excluding high income)	SSA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																									60.33079	60.67502	60.95425	61.51841	61.90691	62.43705	62.94934	63.00725	63.64395	64.0905	64.67947	64.7188	65.1119	65.74909	66.33765	67.0286	65.96605	66.67287	67.72969	67.8232	69.94351	68.66889	68.08822	67.16225	66.46556	67.74901	67.92778	69.09584	70.05743	70.39805	70.96405	71.28207	71.72323	
South Sudan	SSD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																	34.83692932									
Sub-Saharan Africa	SSF	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																									60.33471	60.67896	60.95817	61.52219	61.91068	62.44073	62.953	63.01103	63.64768	64.09426	64.68314	64.72262	65.11569	65.75281	66.3413	67.03217	65.96988	66.67669	67.73341	67.82701	69.94705	68.67269	68.09213	67.16631	66.46968	67.75293	67.93162	69.0995	70.0609	70.4014	70.96726	71.28517	71.72621	
Small states	SST	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																											78.51506	78.73516	78.75037	79.02728	79.25464	79.44261	79.77141	80.09331	80.23144	80.5308	80.98335	81.39425	82.04463	82.28035	82.62692	83.16576	83.68374	84.08315	84.36957	84.73988	84.25843	83.72732	84.57657	84.2791	85.01519	85.29287	85.55726	85.88304	86.00062	86.26635	86.35654	
Sao Tome and Principe	STP	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						73.14115143										85.24964142										92.23467255							80.33023834				94.95616913					
Suriname	SUR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																													92.0163269				95.49294281		95.36479187		94.86987305					
Slovak Republic	SVK	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Slovenia	SVN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																99.60208893																										
Sweden	SWE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Eswatini	SWZ	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	57.38439178										69.68347168														83.15461731										83.90014648							
Sint Maarten (Dutch part)	SXM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Seychelles	SYC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																												82.93166351							87.01515961								91.40731812								93.46392059							
Syrian Arab Republic	SYR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						73.58422089																					91.02857208		87.75814056													
Turks and Caicos Islands	TCA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Chad	TCD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																		18.26059914							40.8270607				39.3682518											38.91820145	31.32879066	
East Asia & Pacific (IDA & IBRD countries)	TEA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	77.04513	77.15483	77.97463	78.79691	79.11391	80.3572	80.76893	81.85524	82.57765	83.2617	83.9355	84.93767	87.78443	88.20669	87.7175	88.91851	89.21964	89.45667	89.7997	90.13573	90.47773	93.73999	93.9601	94.15283	94.52556	94.62745	94.84178	95.0239	95.40208	95.63611	95.89691	96.51147	96.64493	96.78933	96.82352	96.58566	96.72465	96.78383	96.96118	97.05665	97.11802	
Europe & Central Asia (IDA & IBRD countries)	TEC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																								97.48037	97.84378	97.92374	97.9425	97.99319	98.03582	98.08584	98.17539	98.18503	98.23444	98.27927	98.32238	98.36703	98.42728	98.46115	98.5457	98.56049	98.76671	98.80667	98.84019	98.86541	98.90683	99.03439	99.01665	99.04747	99.06134	99.16166	99.30058	99.39929	99.44551	99.46068	99.47438	99.48713	99.51975	
Togo	TGO	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									68.72573853						70.2702713			71.16635132		74.05682373				77.25942993		
Thailand	THA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					92.21295929																				94.90157318					95.60024261					96.43502045			95.25125885		94.65911865		
Tajikistan	TJK	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																														98.79109192											99.68399048																	
Turkmenistan	TKM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																				99.32498169																						
Latin America & the Caribbean (IDA & IBRD countries)	TLA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS															81.13014	81.12829	81.37998	81.67835	81.99031	82.26193	82.38213	82.76547	83.02272	83.31131	83.57411	83.82721	84.07485	84.38709	84.77759	85.11991	85.31593	85.94388	86.55445	87.16969	87.79161	88.40817	88.66583	88.96864	89.37708	89.62001	89.69188	89.96495	89.97876	90.76276	90.6096	91.09865	91.13933	91.51917	91.83034	92.06716	92.04087	92.63949	92.80388	92.82053	93.221	93.60256	93.88289	
Timor-Leste	TLS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																										45.29999924						58.5			63.59178925							
Middle East & North Africa (IDA & IBRD countries)	TMN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS												53.34177	53.81699	54.28989	54.75931	55.26119	55.47933	56.28632	56.91783	57.55572	58.28067	58.9519	59.54811	59.94843	60.80844	61.77324	62.64095	63.41133	64.39412	65.25815	67.56316	68.50917	69.47186	70.66527	71.29737	72.48036	73.40079	74.31868	75.27739	76.11011	76.88208	77.83833	78.03706	82.08	82.63542	82.84549	80.72226	81.30093	81.66368	81.03252	81.51761	81.66098	82.26507	82.59261	82.87261	83.39007	83.68518	
Tonga	TON	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	99.65866089																				98.83406067										98.95388031					99.33509827						
South Asia (IDA & IBRD)	TSA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																49.91473	49.93107	50.51915	51.0788	51.5882	52.10586	51.97032	53.10013	53.62144	54.13225	54.63541	55.12143	55.60288	57.06626	57.67726	58.25473	58.32356	59.84322	60.8845	61.51701	62.15671	62.79161	63.42505	68.59303	69.1217	69.66033	69.85132	70.70478	71.61217	72.14416	72.50458	72.57479	73.13418	74.58847	75.11146	75.55273	74.47033	77.60621	77.94999	78.45169	78.92654	79.36755	
Sub-Saharan Africa (IDA & IBRD countries)	TSS	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																									60.33471	60.67896	60.95817	61.52219	61.91068	62.44073	62.953	63.01103	63.64768	64.09426	64.68314	64.72262	65.11569	65.75281	66.3413	67.03217	65.96988	66.67669	67.73341	67.82701	69.94705	68.67269	68.09213	67.16631	66.46968	67.75293	67.93162	69.0995	70.0609	70.4014	70.96726	71.28517	71.72621	
Trinidad and Tobago	TTO	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					96.52153015										98.00980377																											
Tunisia	TUN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																									60.40723038																				83.38509369			86.05368042	86.37580872		87.37573242	87.76075745	88.47577667		86.06011963			
Turkey	TUR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																77.50393677					81.44944					87.61972046					89.84703064														95.27349091	96.00061798	95.99562073	96.20185852		96.37770844	97.29981232	97.93498993	98.26290131	98.40136719	98.49678802	98.57562256		
Tuvalu	TUV	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Tanzania	TZA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																													71.3657074														77.50640106								75.46779633		83.37769318			83.20484924		
Uganda	UGA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																68.1980896											78.30402374				81.38858795				82.63139343		79.12303925					
Ukraine	UKR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																										99.74343109											99.99394226					
Upper middle income	UMC	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	79.84701	79.94806	80.55845	81.15959	81.72274	82.3059	82.60137	83.4569	84.0811	84.62036	85.11736	85.62252	87.88958	88.2498	88.05621	89.01099	89.356	89.67591	89.98929	90.31363	90.57908	93.19727	93.43358	93.63536	93.92718	94.06091	94.12834	94.54499	94.81309	95.0414	95.13849	95.66252	95.82428	95.80356	95.82356	96.02188	96.10452	96.14528	96.27109	96.4173	96.52922	
Uruguay	URY	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																93.38825989										94.83361053											96.24452972										97.44477844	97.42169189	97.83128357	97.97241974	97.61016846	98.02310944	98.10397339	98.06342316	98.02507019	98.1459198		
United States	USA	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Uzbekistan	UZB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																									99.16443634													99.99382782	99.98519135	99.99204254		
St. Vincent and the Grenadines	VCT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS											95.80000305																																															
"Venezuela, RB"	VEN	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																						86.48932648									90.6725235											93.25744629						95.38172913		95.67536926		94.50231934				96.65107727	97.03910828	
British Virgin Islands	VGB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Virgin Islands (U.S.)	VIR	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
Vietnam	VNM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																				90.38146973										93.00299072										93.91825867	93.93267822									95.78533173								
Vanuatu	VUT	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																				57.33509827																																						
World	WLD	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																	76.81562	76.95635	77.29126	77.61507	77.77881	78.12528	78.45776	78.86616	79.21419	79.52941	79.8317	80.26404	81.4913	81.77428	81.86724	82.25869	82.70818	83.03909	83.30746	83.56427	83.8325	85.02886	86.25767	86.47976	86.61182	86.7612	87.06933	87.51219	87.90378	87.93877	87.83599	88.0615	88.34391	88.55743	88.64463	88.46042	89.2824	89.35796	89.55434	89.7069	89.83772	
Samoa	WSM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																98.41568756																				98.88191986						
Kosovo	XKX	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																																										
"Yemen, Rep."	YEM	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																																			56.72475052																							
South Africa	ZAF	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																					77.52559662																84.07138062											90.71759033		94.12145996	94.14385223	94.24508667	94.96372223		95.28684998	95.39653015		
Zambia	ZMB	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																															73.03733826									76.25402069			80.91285706					71.9474411			88.68402863							
Zimbabwe	ZWE	"Literacy rate, adult male (% of males ages 15 and above)"	SE.ADT.LITR.MA.ZS																							84.17462921										88.89337921																			87.76480865			89.1853714			
